Bin	TCGA-BT-A3PJ	TCGA-DK-A1A7	TCGA-FD-A3N5	TCGA-FT-A3EE	pooled_low_WT	TCGA-BL-A13J	TCGA-BT-A20T	TCGA-BT-A20V	TCGA-BT-A2LA	TCGA-DK-A1A5	TCGA-DK-A1A6	TCGA-DK-A1AA	TCGA-DK-A3IL	TCGA-GD-A2C5	TCGA-H4-A2HQ
chr6-133830167-134830166	1.16959	1.78218	0.849057	1.09091	0.80148	0.280112	0.60423	0	0.689655	1.14068	0.375235	0.943396	0.982318	0.890208	0.71048
chr6-134830167-135830166	1.25874	1.39721	1.12888	1.08303	0.714286	0.284091	0.573066	0.374532	1.45455	0.823045	0.345423	0.328947	0.590551	0.689655	0.177778
chr6-135830167-136830166	1.9174	0.963391	1.54799	0.409836	1.01283	1.16279	0.623053	0.787402	0.373134	0.340136	0	0.996678	0.383877	1.03093	0.442478
chr6-136830167-137830166	1.34128	2.32108	1.31951	1.41844	0.798526	0.325733	0.557103	0	0.358423	1.07914	0.367647	0.609756	0.205761	0.961538	0.368664
chr6-137830167-138830166	1.08548	1.0772	1.28205	0.689655	0.789993	2.10843	0.687285	0.416667	1.71821	0.719424	0.550459	0.611621	0.192308	0.309598	0.257069
chr6-138830167-139830166	1.17647	1.47601	1.14613	0	0.481928	0	0.872093	0.980392	1.2987	1.12782	0.183486	0.802139	0.763359	0	0.174368
chr6-139830167-140830166	0.617284	1.54143	1.84672	0.714286	0.71708	0.634921	0.574713	0	0.396825	1.03448	0.17762	0.666667	0.383142	1.0274	0.618375
chr6-140830167-141830166	1.80556	1.341	0.933707	0.37594	1.16518	0.327869	1.51057	0	1.15385	0.749064	0.18315	0.920245	0.408163	0.323625	0.455373
chr6-141830167-142830166	1.16788	1.18343	0.963391	0.408163	0.945307	0.338983	1.16279	0	1.18577	0.381679	1.28205	0.645161	0	0.325733	0.568182
chr6-142830167-143830166	0.840336	1.18846	0.486381	0.738007	0.779727	0.566572	0	0.367647	1.50376	0.787402	0.572519	0	0.580271	0.636943	0.268817
chr6-143830167-144830166	0.980392	0.671141	0.874636	0.3663	0.384862	0.286533	1.09589	1.3986	1.99336	0.714286	0.744879	0.311526	0.630252	2.46479	0.637523
chr6-144830167-145830166	0.80429	1.04712	1.4245	0.4	0.617708	0.914634	0.566572	0.414938	1.47059	1.49254	0.684932	1.45773	0.190114	1.01695	0.606586
chr6-145830167-146830166	1.14778	1.53257	0.921659	0	1.02433	0.303951	2.09581	1.21951	0.83682	0.401606	0.984252	2.91262	0.421053	1.90476	1.20148
chr6-146830167-147830166	1.6369	0.601202	1.0978	1.14504	0.761246	0.276243	0.909091	0.377358	1.17188	0.396825	0.547445	0	0.412371	0.673401	0.446828
chr6-147830167-148830166	1.38889	1.66359	0.840336	0	0.365631	0.31348	0.578035	1.04167	0.682594	0	0.541516	0.31746	0.373134	0.621118	0.702371
chr6-148830167-149830166	1.42248	0.711744	1.16618	1.0989	0.78125	0.810811	0.524934	0	1.25786	0	0.3861	0	0	0.949367	0.447628
chr6-149830167-150830166	0.923483	0.715564	0.919118	0	0.420926	0.777202	1.81818	0.952381	1.24611	0	0.542495	1.1976	0.770713	0.306748	0.265018
chr6-150830167-151830166	1.07239	0.863558	1.90658	0	0.701344	0.859599	0.573066	0.357143	1.28205	1.05263	0.191571	0.57971	0.742115	2.44755	0
chr6-151830167-152830166	1.78838	1.16086	1.18577	1.07914	0.40568	0	1.51515	0.423729	1.02389	0.328947	0	0.57971	0.408163	0.675676	0.807899
chr6-152830167-153830166	0.923483	1.25224	1.14943	0.358423	0.746775	0.306748	0.578035	0.701754	0.682594	0	0.744879	2	0.205761	0.307692	0.593723
chr6-153830167-154830166	0.828729	0.744879	1.2512	0.729927	0.460224	0.857143	0.931677	0.371747	1.44928	1.84502	0.974659	0.906344	0.398406	0	0.742115
chr6-154830167-155830166	0.554017	1.5873	0.693756	0.323625	0.303398	0.9375	1.6129	0	0.949367	0.331126	0.369004	0.31348	0.37594	0.308642	0.26087
chr6-155830167-156830166	0.965517	0.743494	1.3	0.655738	0.949796	0.291545	0.3003	0.719424	0	0.3861	0.884956	1.0453	0.907441	0.920245	0.369004
chr6-157830167-158830166	1.44547	0.511073	0.547945	0	0.75275	0	0	0.321543	0.557103	1.41844	0.172712	0.293255	0.372439	0	0.174978
chr6-158830167-159830166	1.16279	0.894454	1.37363	0	0.748848	1.38889	0.808625	0.332226	0.882353	1.63399	0.171527	0.645161	0.3663	0.561798	0.169492
chr6-159830167-160830166	0.531915	1.02389	0.8867	1.38889	0.872093	0.557103	2.47678	0.649351	0.613497	1.6835	0	0.558659	0.553506	0.573066	0.440529
chr6-162830167-163830166	0.997151	1.46789	1.11421	0	0.891266	1.21581	1.27877	1.33333	1.22324	1.53846	0.189394	0.928793	0.378072	1.21581	0.614574
chr6-163830167-164830166	1.08992	1.22378	1.34745	0	1.04551	0.301205	1.44092	0.719424	1.03806	2.2082	0.713012	0.58651	0.188679	0.598802	1.19863
chr6-164830167-165830166	0.877193	1.50659	0.673725	0.699301	2.10191	0.862069	2.33236	0.754717	1.45455	1.42349	0.846024	1.3289	1.37795	1.00334	1.49648
chr6-165830167-166830166	1.14778	0.18018	0.826446	0.961538	1.38169	1.23839	0.857143	2.04778	0.934579	0.342466	0.547445	0.917431	0.551471	2.30263	1.07431
chr6-168830167-169830166	1.06101	1.21739	0.811542	0.347222	1.05438	1.44092	0.5	0.906344	1.98864	0.980392	0	0.869565	0.814332	1.0101	0.506757
chr7-1010001-2010000	1.28655	1.0101	0.678541	1.9337	0.338839	0.677201	1.05932	0.465116	0.549451	0.977995	0.144092	0.737101	0.469484	0.245098	0.712025
chr7-2010001-3010000	0.611247	1.75159	0.622776	1.72911	0.398054	1.01781	0	0.75	0.779727	0.80429	0.638978	0	0.657895	0.970874	0.662252
chr7-3010001-4010000	1.48048	0.552486	0.825688	1.08303	0.848999	2.29508	0.273973	1.06007	0.682594	0.34965	1.02564	0.286533	1.52964	0.668896	0.770548
chr7-7010001-8010000	0.291121	0.560748	1.16505	0.3663	1.13493	0.917431	0	2.59259	0.353357	1.25523	0.394477	0.967742	1.72043	0	0.722022
chr7-8010001-9010000	2.1398	2.42537	1.08268	1.11111	1.99176	1.63488	0.588235	1.1811	0	3.3195	0.784314	2.34114	1.45228	0.687285	0.965759
chr7-9010001-10010000	1.54494	1.34615	1.45719	0.675676	2.4032	1.85759	2.16718	3.0303	2.14286	2.29885	2.82258	3.28947	3.46821	2.589	2.96296
chr7-10010001-11010000	1.0479	2.6643	1.33333	3.0888	2.83267	2.9316	1.29032	1.44404	2.57353	2.1097	2.3766	1.90476	1.75097	2.86624	2.30203
chr7-11010001-12010000	1.28388	0.943396	0.976043	0.358423	0.994036	1.74927	0.877193	1.90114	1.91571	0.371747	1.4733	0.30303	1.35922	0	1.7257
chr7-12010001-13010000	0.998573	1.16959	0.995475	1.06007	0.891021	1.52439	2	0.738007	0.334448	1.9084	1.67598	0.322581	0.2	0.920245	0.699913
chr7-13010001-14010000	0.560224	0.750469	0.925069	1.78571	1.0575	2.1875	2.40964	0.4329	1.50376	2.44755	1.76471	1.68067	1.39442	1.05634	2.46914
chr7-14010001-15010000	1.72662	1.45985	1.91083	1.41343	2.59386	2.17391	3.01205	4.85075	0.696864	1.9685	3.13725	3.06122	0.587084	3.18471	2.96763
chr7-15010001-16010000	0.8	2.18579	1.1215	2.29885	1.32714	1.23839	0.837989	2.44755	0.740741	2.00803	1.79211	1.19048	1.23711	1.62866	2.14753
chr7-16010001-17010000	0.847458	1.5544	1.01289	2.55474	0.553846	1.17994	0.296736	0.384615	0.732601	0.442478	0.699301	0	0.391389	0.649351	0.271493
chr7-17010001-18010000	1.01156	1.53846	1.38376	1.05634	1.13409	1.21951	0.568182	1.11111	0.738007	0.396825	0.566038	0.299401	0.408998	1.06383	0.540541
chr7-18010001-19010000	1.61054	1.93798	1.27273	1.9305	1.43885	1.16279	1.875	0.746269	0.722022	1.1194	1.56556	1.27389	0.792079	2.33333	1.70455
chr7-19010001-20010000	1.16959	1.84162	0.484966	0.78125	1.38158	2.78746	2.20126	1.45985	1.1194	0.352113	2.18688	4.25532	0.811359	2.36486	2.09241
chr7-20010001-21010000	0.571429	1.25261	1.23223	1.65563	0.878845	0.27933	2.14724	0.689655	0.34965	0.711744	0.974659	1.53846	0.610998	0.923077	1.66375
chr7-21010001-22010000	0.690608	1.44404	0.885827	1.41343	0.823828	1.75439	0.890208	0	0.696864	0.348432	1.80832	4.67836	1.93424	0.307692	2.43218
chr7-22010001-23010000	1.13798	1.63339	1.51229	0.353357	0.983405	1.7192	1.14613	1.35593	0.358423	0.729927	0.793651	0.884956	0.763359	1.66113	1.99653
chr7-24010001-25010000	0.544959	1.60428	1.03383	2.63158	1.42672	0.909091	1.12676	1.41343	0.706714	2.12766	0.965251	1.46628	0.201207	0	1.6919
chr7-25010001-26010000	0.848656	1.33843	0.914913	1.02041	1.21251	1.1236	0.934579	0.722022	1.53374	1.10294	1.50659	0.621118	1.15607	0.310559	1.3624
chr7-26010001-27010000	0.852273	1.96078	0.745573	1.81818	0.868486	0.60423	1.13314	0.719424	0	1.7301	0.8726	0.299401	0.192308	0.655738	0.353669
chr7-27010001-28010000	0.957592	0.521739	1.51515	2.07612	0.596659	0.568182	0.296736	1.04167	0.294985	2.45614	0.180505	0.84507	0.881834	0.854701	0.58382
chr7-28010001-29010000	1.14943	1.1257	1.32576	1.09489	0.700637	0.58309	1.16959	0.722022	1.09091	1.13208	1.08696	1.26582	0.922509	0.615385	0.794351
chr7-29010001-30010000	0.439883	1.3308	0.743494	0.353357	0.550122	1.58228	1.00671	1.02041	1.21212	0	0.185874	0.857143	0.931099	0.621118	0.892061
chr7-30010001-31010000	0.95498	0.376648	1.2464	1.96078	0.517837	0.278552	0.271739	0.615385	0.623053	0.946372	0.56391	0.303951	0.372439	0.28169	0.167224
chr7-31010001-32010000	1.28755	0.905797	0.574713	1.04895	1.56446	1.34048	1.53846	1.03448	2.86738	0.675676	1.79283	2.2082	2.81124	1.60256	2.8597
chr7-33010001-34010000	0.411523	0.763359	0.910747	0.662252	0.83871	0.925926	1.0989	1.22951	0.970874	0.393701	0.576923	0.657895	0.738007	0.600601	0.351494
chr7-34010001-35010000	1.1994	0.554529	1.20706	0.772201	0.919842	0.3367	0.552486	1.04167	1.11524	0.364964	1.10092	1.23457	1.15163	1.0453	1.16487
chr7-36010001-37010000	1.1611	0.361011	1.07108	1.36519	0.874453	1.25392	1.11421	1.4652	1.76471	0.357143	1.80832	0.864553	1.38889	1.11111	0.70922
chr7-37010001-38010000	1.41844	0.988142	1.36187	2.23048	1.59439	1.22324	0.301205	2.67559	1.03806	2.11268	1.58451	1.31579	1.341	2.50784	2.15703
chr7-38010001-39010000	2.06897	1.75439	0.963391	1.04167	0.953592	2.41692	2.35294	0.769231	1.37931	1.3289	1.76991	0.611621	1.69811	1.02389	1.63488
chr7-39010001-40010000	1.22283	1.34615	1.01758	1.73611	0.866873	0.574713	0.593472	0.333333	0.766284	0.350877	1.62455	1.91693	0.40568	2.26537	1.05634
chr7-40010001-41010000	0.672948	1.40281	1.23106	1.40845	0.591716	1.94175	1.76991	0.416667	1.78571	1.05263	1.89036	0.980392	0.8	1.40845	1.7762
chr7-41010001-42010000	1.02489	1.06762	0.980392	0.680272	1.25082	0.837989	1.0989	1.0989	1.07143	3.0303	0.190114	2.10843	0.582524	0.716846	1.54545
chr7-42010001-43010000	1.24309	0.972763	1.53846	0.355872	0.670732	0.292398	0	0.757576	0.687285	0.738007	0.391389	0.895522	0.591716	1.50602	1.16383
chr7-43010001-44010000	0.398936	0.588235	0.636943	1.77305	0.315657	0.57971	0.789474	0	1.31579	1.03093	0.581395	0.625	1.0352	0.591716	0.793651
chr7-46010001-47010000	0.944669	2.14844	1.85874	1.50943	0.650618	0.990099	0.301205	1.0989	1.72414	1.6	0.387597	0	0.814664	0.729927	0.371747
chr7-47010001-48010000	0.650195	1.88324	1.53846	1.31148	0.349447	1.45773	0.260417	0.33557	0.906344	0.33557	0.833333	0.879765	0.94162	0.60241	0.541516
chr7-48010001-49010000	0.421348	1.89983	0.721649	1.98675	1.39417	0.664452	0.917431	1.94553	1.48148	1.50943	0.35461	1.79641	0.604839	1.06383	1.47194
chr7-49010001-50010000	1.93103	1.1976	1.43816	1.70068	1.91546	2.91545	2.03488	1.14943	3.07692	1.37457	1.84843	1.89873	2.06612	4	3.44203
chr7-50010001-51010000	0.735294	1.09489	1.19284	1.0989	1.3266	3.35366	0.928793	0.395257	3.53698	1.09091	0.917431	1.4245	0.763359	1.45349	1.42602
chr7-51010001-52010000	0.839161	1.89983	0.7	2.12014	1.45897	2.5641	0.958466	1.30293	0.983607	1.50943	1.91939	0.9375	1.52381	0.666667	2.97203
chr7-52010001-53010000	2.19619	0.998004	2.08531	2.82686	1.79257	4.1791	2.53968	1.55642	3.6	1.16279	1.08499	2.01149	1.08932	1.71821	4.24403
chr7-53010001-54010000	1.92044	1.88324	2.19124	1.42349	2.29058	4.5584	1.86335	1.53846	2.85714	2.20588	2.39044	1.35593	1.26316	1.50602	2.86772
chr7-54010001-55010000	0.894188	1.15894	1.61137	1.62866	1.09466	2.5974	1.45349	1.52091	1.8315	3.58566	1.8711	2.46914	1.79641	3.13589	2.31911
chr7-67054332-68054331	0.814111	1.32827	1.59204	1.05634	2.12766	3.89222	2.83286	0.673401	2.34114	2.07612	2.24299	1.2945	1.35135	2.72727	3.3275
chr7-68054332-69054331	1.64609	2.19378	1.3308	2.05479	2.38806	4.62963	2.49307	1.35593	2.36686	2.02703	3.83142	1.92926	2.39852	4.19162	3.40265
chr7-69054332-70054331	0.387597	1.30597	0.833333	2.12014	1.35659	1.22699	0.296736	1.88679	1.26582	0.75188	0.819672	0.879765	0.197628	2.55591	1.75926
chr7-70054332-71054331	2.22883	1.32075	0.843486	1.35135	1.51332	3.65854	1.90217	0.657895	2.09581	1.69492	3.34646	1.49701	1.49813	1.79641	2.77521
chr7-77054332-78054331	0.588235	1.09489	1.00301	2.02703	0.63012	1.66667	1.12045	0.668896	1.3468	0.3663	1.22699	0.3125	0.37594	1.03093	1.03896
chr7-79054332-80054331	0.423131	0.608519	1.25	1.35135	0.466045	0.931677	0.58651	1.1583	1.45455	1.1194	1.54143	0.655738	1.09649	0.990099	1.48862
chr7-80054332-81054331	1.13154	0.784314	1.24283	1.08696	0.325733	0.623053	0	0.359712	1.05634	0	0.919118	0	0.206186	1.40845	0.609225
chr7-81054332-82054331	0.409836	1.51803	1.12676	2.17391	1.0575	0.96463	1.11421	0.865801	1.07527	1.63265	2.27704	1.38122	1.06157	2.5	1.62602
chr7-82054332-83054331	0.572246	1.51803	1.68697	1.79856	0.399734	0.57971	1.52905	0.396825	1.13208	0.738007	1.68224	0.302115	1.20968	1.65017	1.56107
chr7-83054332-84054331	0.457317	1.08893	1.34048	0.763359	1.45792	3.50318	0.940439	0	1.61943	0.766284	1.83299	1.57729	1.04167	2.88462	1.65074
chr7-84054332-85054331	0.589971	1.36452	1.01626	1.90114	1.7532	2.01729	4.53074	2.09205	1.58103	3.55731	1.28205	3.39506	1.73077	4.13793	2.51397
chr7-85054332-86054331	0.584795	1.52091	1.46119	0.986842	2.12183	2.65781	3.02115	1.85874	1.74672	1.45985	2.64228	2.82132	1.35397	1.84049	2.8021
chr7-86054332-87054331	0.609756	1.19284	0.872939	1.83824	1.08548	1.07817	0.566572	0.769231	0.4	0.383142	0.175439	1.0274	0.203666	0.928793	1.36869
chr7-87054332-88054331	0.550206	0.742115	1.26953	1.04167	0.613497	0.835655	0	0.784314	0.699301	0.711744	0.198413	0.684932	0.814664	2.13523	0.704846
chr7-88054332-89054331	0.462963	0.608519	0.94697	1.43369	1.64722	1.53846	1.81159	2.53165	1.96078	0.775194	1.44144	1.26582	0.632911	0.967742	1.59011
chr7-89054332-90054331	0.14556	2.08333	0.901804	2.3569	1.60643	0.316456	0.815217	1.65289	0.735294	1.87266	0.824742	0.955414	1.21704	0.961538	1.18289
chr7-90054332-91054331	0.409277	1.43149	1.40845	1.39373	1.05611	0.331126	1.9774	1.93798	0.8	0.350877	0.543478	0.597015	1.4433	2.1148	1.18505
chr7-92054332-93054331	0.722543	0.907441	0.889328	1.48699	1.15163	1.18343	1.23077	0.377358	0.387597	1.22449	1.20968	0	0.389105	0.344828	0.87108
chr7-93054332-94054331	0.144509	1.44404	1.45631	0.660066	0.873069	0.331126	0.852273	0.396825	0.784314	1.61943	0.83682	2.8125	0.772201	1.27389	0.549954
chr7-94054332-95054331	0.138313	1.35397	1.13101	1.35593	1.08974	0.291545	0.311526	2.85714	1.04895	0.75188	0.386847	0.303951	0.209205	0.664452	0.727934
chr7-95054332-96054331	0.4329	0.391389	1.15274	1.2	1.09536	0.293255	0.906344	0.355872	1.1194	0.689655	0.754717	1.11732	1.02041	0.645161	1.19926
chr7-96054332-97054331	0.465839	2.25564	1.76817	0.735294	0.770713	0.338983	1.75439	0.369004	2.31023	0.729927	0.363636	1.20846	0.4	1.75439	0.700525
chr7-98054332-99054331	0.25974	0.866551	0.371747	0.952381	0.745077	0.789474	0.767263	0.666667	1.12676	0.615385	0.353982	0.276243	0.3367	0.280112	0.87108
chr7-103054332-104054331	0.892857	0.884956	1.26582	1.85185	1.10246	0.946372	2.14067	1.14943	1.42857	2.73438	1.69133	2.19436	0.592885	1.60772	1.79695
chr7-105054332-106054331	0.702247	1.31086	0.774443	1.6835	0.742009	0	1.17302	0	0.291545	1.4652	0.353982	0.909091	0.727273	0.330033	0.87108
chr7-106054332-107054331	0.412655	1.56556	0.80402	0.694444	0.902062	0.341297	2.19436	0.4	0.671141	0.653595	1.15607	0.862069	0.568182	0.615385	0.528634
chr7-107054332-108054331	1.65913	0.894454	0.848256	1.02041	0.490798	0.315457	0.28169	0.704225	0.993377	0.668896	0.954198	0.557103	0.614754	0.711744	0.567108
chr7-108054332-109054331	0.277008	2.07547	1.32701	0.749064	1.64639	1.1236	2.75229	0.414938	0.3663	0.8	1.47601	2.30263	0.835073	2.34114	1.79584
chr7-109054332-110054331	1.15607	0.380228	1.79462	1.74216	1.63711	1.5873	1.85185	1.60643	0.847458	1.48699	0.992063	0.588235	1.69173	3.0303	1.2605
chr7-110054332-111054331	0.288184	1.5873	0.858779	1.09091	0.708215	0.619195	0.60241	0.37594	1.63934	1.2	0.952381	0.662252	0.383142	1.25392	1.68291
chr7-111054332-112054331	0.685871	1.31086	0.834879	1.14504	0.616903	1.03448	0.609756	0.325733	0.657895	0.374532	0.406504	1.5674	0.598802	1.31579	0.825688
chr7-112054332-113054331	1.29125	1.55039	1.04364	0.77821	1.5162	0.598802	0	0.746269	1.81818	1.13636	0.729927	1.62338	0.925926	1.31579	1.92308
chr7-113054332-114054331	0.564972	0.767754	1.05465	0.3861	1.52144	2.94985	1	1.70213	1.92308	1.36519	1.52964	2.20126	1.44628	0.673401	2.47706
chr7-114054332-115054331	0.411523	0.598802	0.948767	1.47059	0.89717	0.550964	0.607903	1.87266	0.8	1.88679	1.30597	1.5674	0.756144	1.86916	0.606061
chr7-115054332-116054331	0.721501	0.784314	1.56538	1.5625	0.839161	0.900901	0.299401	1.77936	1.17647	0.775194	1.67286	1.49254	0.414938	1.45985	0.519031
chr7-116054332-117054331	0.718391	1.18343	1.0223	2.04778	1.01716	0.877193	1.1396	0.374532	0.668896	0.970874	0.798403	1.0274	1.21212	0.696864	0.350877
chr7-117054332-118054331	0.559441	1.59046	1.71592	1.53846	1.1509	1.27796	1.5528	1.11524	0.37037	1.88679	2.2449	1.6835	1.18577	2.2508	1.10169
chr7-118054332-119054331	0.598802	0.980392	1.83752	1.02389	1.01557	1.27389	3.72671	3.33333	2.22222	2.28311	3.09278	2.34114	2.48963	2.34604	2.89855
chr7-119054332-120054331	1.30624	1.37255	1.88305	1.6835	1.63005	1.22324	0.643087	2.7027	3.61446	1.66667	1.44033	3.19489	1.31868	1.875	1.96429
chr7-120054332-121054331	1.12518	0.196078	1.76349	1.48699	0.627615	0.2849	0.634921	1.21457	0.735294	0.732601	0.959693	1.31148	0.614754	0.358423	0.852273
chr7-121054332-122054331	0.294985	1.002	2.26155	2.18182	1.17647	1.19048	0.621118	0.823045	1.9685	1.8797	1.73077	1.66113	1.002	0.664452	1.3587
chr7-122054332-123054331	0.749625	0.753296	1.41844	1.3468	0.932712	1.25786	0.617284	1.26582	1.66667	0	1.14504	1.52905	1.2024	0.668896	0.807175
chr7-123054332-124054331	0.424929	1.37525	1.13101	1.14504	1.70416	1.6129	0.895522	1.8797	2.27273	0	1.8797	0.657895	1.44033	2.02703	1.15044
chr7-124054332-125054331	0.27972	1.84426	1.60985	0.33557	1.82186	3.28358	2.80112	0.729927	3.23741	2.38095	2.91262	1.86916	1.75097	1.48699	1.88341
chr7-125054332-126054331	0.739645	1.2024	1.94363	0.986842	1.83924	2.73038	5.16129	2.75591	1.93798	3.00752	4.17537	4.65116	2.7897	4.43038	3.17869
chr7-126054332-127054331	0.578871	1.77936	2.01207	0.338983	1.12923	1.54321	2.7027	1.25523	0.888889	0.78125	2.16963	3.1348	2.14425	2.0339	2.24299
chr7-127054332-128054331	0.447094	0.907441	1.1194	0	0.413223	0.566572	1.15274	0.634921	0.591716	1.45455	0.359066	0.571429	1.20898	0	0.511509
chr7-129054332-130054331	0.826446	1.23239	0.581959	0.363636	0.390625	0.584795	0.502513	0	0.308642	0	0.359066	0.534759	1.60966	0.581395	0.761421
chr7-131054332-132054331	0.69541	0.821355	1.81488	0.328947	0.30525	1.44509	1.03448	1.37457	1.47929	0.322581	1.20069	1.1976	1.48423	1.2012	1.13935
chr7-132054332-133054331	1.01892	1.64835	1.30841	0.333333	0.506329	0.914634	0.589971	0.357143	2.30263	3.00429	1.10092	0.30581	0.965251	0.636943	0.769231
chr7-133054332-134054331	0.757576	1.65138	1.13744	1.78571	0.762873	1.02389	0.539084	0.692042	1.43885	0.3663	0	0.57971	1.13852	0.60241	0.27933
chr7-134054332-135054331	0.843882	1.13422	1.13208	1.77936	0.479616	0.265252	0.56338	0.662252	0.743494	0	0.770713	0.625	0.627615	0.651466	0.252525
chr7-135054332-136054331	1.08844	0.571429	1.03286	0.763359	0.625782	1.45773	1.38889	0.701754	0.952381	0.729927	1.20482	0.589971	1.65975	1.53374	0.544959
chr7-136054332-137054331	0.283688	0.790514	0.974659	2.34114	2.31788	2.40964	2.63158	0.763359	1.70068	1.50943	1.4652	3.36391	1.14723	3.15789	3.23774
chr7-137054332-138054331	1.04849	0.954198	0.754717	0.75188	0.982198	0.931677	0.84507	2.18978	1.3245	1.09091	1.49254	1.20846	1.03093	0.993377	1.27737
chr7-138054332-139054331	0.552486	1.52801	2.18839	2.52366	0.633276	0.512821	0.593472	1.36054	2.2508	1.06007	1.07335	0	1.69811	0.306748	0.249377
chr7-141054332-142054331	0.722543	1.9084	1.00402	1.1583	0.25	0	1.94175	0.711744	1.17188	1.11111	0.728597	1.63399	0.772201	0.323625	0.744186
chr7-144054332-145054331	0.422535	1.0101	1.26697	0.706714	1.11769	1.16618	0.892857	2.11268	1.16732	0.373134	1.67286	0.595238	0.390625	1.26984	1.82815
chr7-145054332-146054331	1.14778	1.77165	0.876339	2.9316	3.40599	4.14201	4.01235	1.41844	2.85714	3.34572	4.08163	6.23053	2.72374	4.87013	3.49908
chr7-150054332-151054331	0.384615	0.829187	1.2093	0.628931	0.42735	1.10193	0	0.958466	0.977995	0.324675	0.348432	0	0.915751	0.837989	0.954861
chr7-151054332-152054331	0.267023	0.886525	0.80573	0.970874	0.612472	0.308642	0.578035	0	1.82292	0.727273	0.331126	0.314465	0.355872	0.287356	0.345722
chr7-155054332-156054331	0.773196	0	1.19926	1.79856	0.647598	0.859599	0.775194	0.609756	0.987654	0.662252	1.31148	0.534759	0.732601	1.76991	1.06296
chr7-156054332-157054331	0.665779	1.23239	1.43266	0.355872	0.567215	0.537634	1.06952	1.25786	1.32626	1.36986	0.328407	0.864553	0.912409	0.27248	0.344828
chr7-157054332-158054331	1.08959	0.666667	0.90009	1.47929	0.616406	1.75439	0.724638	0.253165	1.23203	0.626959	0.620155	1.27226	1.33556	0.775194	0.985222
chr7-158054332-159054331	0.267023	0.775194	0.902527	0.655738	0.625326	0.753769	1.3587	0.298507	1.41844	0.294118	0.337838	0.253165	0.31746	0.864553	0.706714
chr8-1010001-2010000	0.656168	0.332779	0.632911	0	0.72324	1.04167	1.3986	0	1.40187	0.591716	0.31746	2.27273	0.66778	0.273224	0.741351
chr8-2010001-3010000	0.55788	0.525394	0.77821	0.664452	1.75541	1.90736	0.808625	0.687285	3.40136	1.05263	2.92505	1.5528	1.28205	1.06383	2.22222
chr8-4010001-5010000	2.02429	0.189036	0.848256	1.1194	1.47153	1.78571	3.57143	0.716846	1.96721	0.78125	2.14425	1.41643	1.65631	0.337838	1.11111
chr8-5010001-6010000	0.97493	1.16505	1.46119	1.07914	2.06897	1.98864	2.71903	0.384615	2.06897	1.48148	2.6	1.42857	1.52964	2.17391	1.90147
chr8-9010001-10010000	1.3624	0.36036	0.371747	0	1.08565	0	0.568182	0	0.955414	1.1194	0.357143	1.14286	0.769231	0	0.175131
chr8-10010001-11010000	0.641026	0.176367	0.583658	0	0.441501	0.566572	0.277778	0	0	0	0.706714	0.289855	1.11732	0	0.531444
chr8-13010001-14010000	0.726744	1.10497	0.189753	0	1.35135	1.49701	2.39521	2.63158	3.91459	0.727273	2.42424	3.59116	0.401606	1.26984	0.271739
chr8-15010001-16010000	1.30246	0.361664	0.497018	1.42857	0.864937	1.3289	1.46628	1.10701	0.682594	0.769231	0.377358	0	0.187617	0.609756	1.13835
chr8-16010001-17010000	1.34933	0.181818	0.189753	0.374532	0.585938	1.52439	0.874636	1.08696	1.07914	0	1.40845	1.77515	0.816327	0.341297	1.02421
chr8-17010001-18010000	0.550964	0.699301	0.468165	0.722022	0.667476	0.297619	1.0929	0.355872	0.692042	0.719424	0.539568	0.30581	0.919118	0.328947	0.165289
chr8-18010001-19010000	0.397878	0.738007	0.753296	0.337838	0.727032	0.597015	0.323625	1.43885	0.324675	0	0.366972	0	0.992063	0	0.174672
chr8-19010001-20010000	1.15274	0	0.630063	0.699301	0.430769	1.39665	1.4245	0	1.07143	1.5444	0.954198	0.276243	0.392157	0.330033	0.34632
chr8-20010001-21010000	1.43678	0.902527	0.379507	0	0.626566	0.701754	1.19403	0.363636	0.923077	1.09091	0.169779	0.564972	1.58416	0.617284	0.353669
chr8-21010001-22010000	0.853485	0	0.44843	0.334448	0.832408	0.284091	0.546448	0	1.47493	0	0.87108	0.911854	1.0084	0	0.429185
chr8-22010001-23010000	1.08992	0.515464	0.368664	0.645161	0.802568	0.542005	0.835655	0	0.275482	0.3125	0.847458	0	1.07143	0.27248	0.173762
chr8-23010001-24010000	0.537634	0.348432	0.377715	0.680272	0.740741	0.273973	0.576369	0.340136	1.52905	0	1.24777	0.27248	0.773694	0.296736	0.443262
chr8-24010001-25010000	1.37174	0.37594	0.558659	0.3663	1.49351	0.653595	1.41243	0	1.03448	1.15385	1.02249	1.20482	1.12782	0	1.00825
chr8-25010001-26010000	1.56695	0.355872	0.551471	0.653595	1.33901	1.14286	0.57971	0	2.46154	0	1.06952	0.864553	2.01207	0.30303	0.444444
chr8-26010001-27010000	0.520156	0.530035	0.935454	0.769231	0.540865	0.294985	2.0649	1.03806	3.27273	1.3986	0.88968	0.595238	0.980392	0.623053	0.461255
chr8-27010001-28010000	1.11888	0.526316	0.46729	0.337838	0.479904	0.26455	2.60116	0.347222	1.20482	0.362319	0.549451	0.30303	0.18622	0.289855	0.423729
