Bin	pooled_low_Mutant	TCGA-BT-A3PJ	pooled_low_WT	TCGA-BT-A20T	TCGA-BT-A2LA	TCGA-BT-A3PH	TCGA-CF-A27C	TCGA-DK-A1A5	TCGA-DK-A1A6	TCGA-GD-A2C5	TCGA-H4-A2HQ
chr6-45010001-46010000	1.22378	1.2624	0.898876	0.532623	0.263852	1.01852	0.815217	0.883978	1.03858	1.34454	0.412371
chr6-46010001-47010000	0.683761	0.899281	0.86627	1.49457	0.240385	1.3876	1.56658	0.969828	1.49254	1.24113	0.603015
chr6-47010001-48010000	1.34357	0.828729	1.26513	0.74813	0	0.729262	1.86335	1.39335	0.994318	3.13589	0.831601
chr6-48010001-49010000	0.582524	0.747664	0.780379	0.651042	0	0.470367	1.17302	1.14025	1.54321	1.57618	0.930714
chr6-49010001-50010000	0.728597	0.686695	0.853242	0.925926	0.729927	1.08055	0.872093	1.32653	0.578035	0.818331	0.632911
chr6-50010001-51010000	0.93985	0.957354	0.731159	1.58103	0.694444	0.919963	0.566572	0.671892	1.04322	2.05224	1.06496
chr6-51010001-52010000	0.984252	1.29151	0.729927	0.930851	0.4914	0.464684	0.925926	0.835946	1.1396	1.66052	0.824742
chr6-52010001-53010000	1.3308	1.18613	0.944882	0.250313	0.678733	1.25786	0.3003	1.0846	1.13798	1.26812	0.746269
chr6-53010001-54010000	1.87266	2.27066	1.21212	0.897436	0.25974	1.76678	4.61538	0.316456	0.729927	3.45964	0.4111
chr6-54010001-55010000	2.71845	0.803571	0.78256	0.642674	0.25	0.848256	1.2987	1.25428	0.944882	1.08108	0.910931
chr6-55010001-56010000	1.79372	0.99728	0.677966	1.52144	0.253165	1.3013	2.50784	2.04545	0.718391	0.699301	1.1399
chr6-56010001-57010000	0.773694	1.10599	0.450197	0.961538	0.229358	1.78236	0.623053	0.661521	2.03488	0.567108	1.21951
chr6-62830167-63830166	1.11317	0.867052	0.915856	1.71429	3.37662	1.36364	1.66113	1.14943	0.618238	1.31827	0.625
chr6-63830167-64830166	1.35659	0.881834	0.919913	2.2567	1.23153	0.371402	1.39665	1.00223	0.721501	1.0327	0.945378
chr6-65830167-66830166	0.401606	1.11317	0.62182	0.858369	0.797872	1.27389	0.568182	0.661521	0.302115	0.954198	1.40389
chr6-66830167-67830166	1.4	1.49673	1.2828	0.572246	1.74564	1.20594	0.847458	1.0453	0.946372	1.98556	1.43014
chr6-67830167-68830166	1.18577	0.659755	1.34033	1.95258	2.18447	0.876339	1.21581	0.545256	0.153139	1.25448	1.46893
chr6-68830167-69830166	1.07759	0.917431	0.834725	1.63488	3.1746	0.557103	0.549451	0.865801	0.28777	0.866551	1.81624
chr6-69830167-70830166	0.927644	1.10294	1.03866	1.07817	1.77215	1.21269	2.04082	0.749465	1.1713	1.08303	0.400802
chr6-70830167-71830166	0.566038	0.987433	0.777346	0.140845	0.980392	0.943396	1.23077	1.27315	0.571429	1.70648	1.55119
chr6-71830167-72830166	0.192308	1.39925	0.772627	0.821918	1.9802	0.934579	1.0274	1.08108	0.576369	0.900901	0.729927
chr6-72830167-73830166	0.773694	1.02804	0.784753	1.61507	1.67866	0.306122	0.849858	1.10497	0.594354	0.550459	1.46905
chr6-75830167-76830166	1.1215	0.904977	1.10254	0.660502	1.95599	1.25969	0.613497	0.904977	0.600601	1.03627	1.03842
chr6-76830167-77830166	0.392157	0.795756	1.57068	3.65239	1.30208	1.37994	1.62602	0.518672	0.603318	0.363636	1.11675
chr6-77830167-78830166	1.54867	0.915751	1.43646	0.987306	1.32626	0.637523	2.07715	1.84758	0.439883	1.07335	1.57563
chr6-78830167-79830166	0.572519	0.644567	0.840807	1.19363	1.3587	1.06486	0.854701	1.3809	0.890208	1.06007	1.11449
chr6-79830167-80830166	0.632911	1.15385	0.66482	0.815217	1.17925	0.746269	0.619195	1.36674	0.466563	0.862069	0.106157
chr6-80830167-81830166	0.362976	0.638686	0.925926	1.06242	0.524934	0.925069	1.23077	0.552486	0.27972	0.688468	1.18026
chr6-81830167-82830166	1.55039	0.877193	0.764192	0.777202	0.484262	0.924214	0	0.945378	0.449102	0.897666	0.739958
chr6-82830167-83830166	1.60966	0.364631	0.499168	0.403226	0.4914	0.827206	1.5625	0.534188	0.30581	0.71048	0.951374
chr6-83830167-84830166	0.954198	1.05541	0.806916	0.899743	1.04712	1.66512	1.08401	0.533049	1.22324	1.43113	0.852878
chr6-84830167-85830166	0.381679	0.998185	0.656455	0.275103	1.7199	1.30841	2.18579	1.07181	0.40107	0.853242	0.738397
chr6-87830167-88830166	0.724638	1.47059	0.843645	2.13904	2.01511	0.979432	0.30303	1.31148	0.281294	0.534759	1.03627
chr6-88830167-89830166	0.784314	0.748363	0.908605	0.821918	2	0.570885	0.882353	0.996678	0.708215	0.883392	0.63358
chr6-89830167-90830166	0.516351	0.795756	1.12661	1.12782	0.947867	1.16618	1.53374	1.34576	0.468019	1.07914	1.21704
chr6-90830167-91830166	1.50659	1.07914	0.630252	0.852273	0.75	0.807265	1.13636	1.38445	0.432277	1.38408	0.956429
chr6-91830167-92830166	0.60241	0.816697	1.21413	1.41026	1.43541	1.05163	2.84091	0.965665	0.738552	2.26087	0.705645
chr6-92830167-93830166	1.5444	1.20482	1.38329	0.796813	2.83505	1.08803	1.23457	1.60183	0.591716	1.06383	1.04493
chr6-93830167-94830166	1.41988	1.33215	1.42776	1.71674	1.28205	0.634058	0.931677	1.83276	0.934579	0.365631	1.69683
chr6-95830167-96830166	1.16732	0.548948	0.874636	0.904393	0.968523	0.653595	0.986842	0.547046	0.978793	0.530035	0.76087
chr6-96830167-97830166	0.59761	0.954861	0.802752	1.1583	1.67064	1.03093	0.561798	0.645161	0.581395	0.530035	0.307692
chr6-97830167-98830166	1.75439	1.46924	1.46183	1.49457	0.943396	1.00365	0.56338	0.934579	0.565771	1.25673	0.853789
chr6-98830167-99830166	0.881834	1.48699	0.705755	0.857143	1.68269	1.03774	1.94986	0.87241	0.439239	1.39616	0.725389
chr6-99830167-100830166	0.548446	1.18939	0.855188	1.76391	1.18765	0.605536	0.280112	1.10254	0.627943	0.749064	0.30581
chr6-100830167-101830166	0.189036	1.04257	1.01351	0.806452	1.60428	0.773694	1.10803	0.862999	0.713267	1.46252	0.321543
chr6-101830167-102830166	0.775194	0.716846	1.17647	0.58651	0.726392	1.33206	0.609756	1.34228	0.746269	1.37931	0.855615
chr6-102830167-103830166	1.39721	1.18939	1.2035	0.27248	1.60428	0.968992	1.38889	0.959233	0.46729	0.978474	0.548246
chr6-103830167-104830166	0.808081	0.943396	1.53089	0.544218	2.08333	0.819672	1.28617	1.01466	1.50602	1.35659	0.621118
chr6-104830167-105830166	0.375235	1.25	0.932018	0.645995	2.03562	1.16279	0.940439	1.39186	0.289436	1.1215	0.412371
chr6-105830167-106830166	0.967118	1.0064	0.430108	0.392157	1.7284	2.02952	0.27027	1.16279	0.549451	2.4911	0.410256
chr6-106830167-107830166	0.609756	0.989209	1.7925	0.297177	0.968523	1.33809	0.623053	1.63399	0.30303	2.16606	0.510204
chr6-107830167-108830166	0.93633	0.831793	1.03768	0.679348	0.78329	1.40845	0.308642	1.55729	0.57554	0.525394	0.917431
chr6-108830167-109830166	0.900901	1.01103	1.17096	0.252845	0.950119	1.1396	0.331126	0.955414	0.431034	0.837521	0.511247
chr6-109830167-110830166	0.931099	0.975177	0.772627	0.130208	0.464037	0.751174	0.255754	0.793651	0.722543	1.26582	0.328228
chr6-110830167-111830166	1.49254	1.40318	0.508475	0.276243	1.55844	1.47493	0	1.3544	0.432277	1.50659	0.318134
chr6-111830167-112830166	0.522648	0.780572	0.762112	0.671141	1.75	1.48862	1.43678	0.430571	0.146199	1.69205	0.40404
chr6-112830167-113830166	0.194932	0.815217	0.825537	0.269906	1.22249	1.04364	0.273224	2.41343	0.14556	0.749064	0.297619
chr6-113830167-114830166	1.14504	1.81488	0.942873	1.16618	0.767263	0.749766	0.617284	0.56243	0.84507	1.13636	0.208986
chr6-114830167-115830166	0.773694	0.630631	1.20946	0	1.44231	0.927644	0.867052	1.86916	0.625	1.50943	0.219058
chr6-115830167-116830166	2.11132	1.35624	0.38674	0.549451	1.20482	0.821168	0.285714	0.867679	0.839161	0.88968	0.397614
chr6-116830167-117830166	0.576923	0.75188	1.00559	0.949796	1.15274	0.834879	0.613497	0.429185	0.293255	0.694444	0.625652
chr6-117830167-118830166	0.574713	0.876424	0.892359	1.09141	2.15311	0.914913	0	0.441014	0.300752	1.17253	0.518135
chr6-118830167-119830166	0.525394	1.11008	0.995575	0.4	1.26904	1.07143	0.826446	0.642398	0.757576	1.02389	0.327511
chr6-119830167-120830166	0.392157	0.877193	1.17021	0.271739	1.16822	1.53994	1.28205	0.776053	0.493421	0.865052	0.312175
chr6-120830167-121830166	0.587084	0.711111	0.799087	0.269179	1.32275	0.58309	0.537634	1.08814	0.775194	0.761905	0.857449
chr6-121830167-122830166	0.782779	0.805009	0.893855	0.399467	0.970874	1.06195	0.28169	0.588235	0.726744	1.25673	0.308325
chr6-122830167-123830166	1.1976	0.713012	0.673401	0.642674	2.04604	0.78534	1.43266	1.16279	0.606061	1.13636	1.05708
chr6-123830167-124830166	1.0142	0.822669	1.45495	0	2.12766	0.775194	0.619195	1.23584	0.298954	0.546448	0.951374
chr6-124830167-125830166	1.35135	0.978648	0.900901	0.937082	1.80412	1.0582	2.57143	1.4333	0.754148	1.20275	0.303951
chr6-126830167-127830166	1.35922	1.02326	0.808314	1.07672	3.2345	0.639854	1.39665	1.69875	0.75643	0.59761	1.18407
chr6-127830167-128830166	0.817996	1.29646	0.88349	0.664894	1.67464	0.974659	0.273973	1.3544	0.434153	0.568182	1.06157
chr6-128830167-129830166	1.16505	1.03286	0.744559	0.531208	2.14286	1.41243	0.298507	1.53846	0.141044	1.37694	0.727651
chr6-129830167-130830166	0.35461	0.623886	0.97035	0.377834	1.20482	0.275482	0.57971	0.874317	0.559441	1.13208	1.37131
chr6-130830167-131830166	0.177305	0.704846	0.863931	0.94086	1.26582	0.827967	1.38504	1.18919	0.613497	0.693241	1.21212
chr6-131830167-132830166	1.1811	0.551978	0.936123	0.801068	1.35501	0.456621	0.911854	1.34078	0.434153	0.704225	0.956429
chr6-132830167-133830166	1.19048	0.702371	0.647598	1.72911	1.7284	1.11317	2.27273	1.20192	1.64671	0.69808	0.888889
chr6-133830167-134830166	0.785855	1.04563	0.775194	0.404858	1.90736	1.08206	1.47493	0.979325	0.718391	0.733945	0.514933
chr6-134830167-135830166	0.829876	0.769889	0.445682	0.80429	0.696056	1.88867	0.849858	0.997783	0.872093	1.10294	0.849257
chr6-135830167-136830166	1.29151	1.92308	0.712329	0.811908	1.79028	0.462107	0.584795	0.939457	0.434783	6.16667	0.412797
chr6-136830167-137830166	1.7762	2.03892	0.726518	1.06242	1.6317	1.1893	1.10803	1.41988	0.426743	0.84317	1.04058
chr6-137830167-138830166	1.28205	1.08011	0.491266	1.29125	0.894855	0.720721	0.611621	0.499002	0.41841	0.504202	0.416233
chr6-138830167-139830166	2.02578	1.23784	0.776484	0.983146	1.06101	0.675676	1.12676	1.17271	0.3003	1.66976	0.904523
chr6-139830167-140830166	1	0.638104	1.0846	0.899743	1.46699	1.18227	2.07715	0.684932	0.463679	1.15321	1.30293
chr6-140830167-141830166	0.567108	1.31579	0.48675	0.924703	1.07239	0.900901	0.923077	1.26582	0.282885	0.917431	0.917431
chr6-141830167-142830166	0.787402	0.872093	1.04834	1.46413	1.43885	1.27202	1.52439	1.06838	0.429799	2.77778	0.42735
chr6-142830167-143830166	0.363636	1.35478	0.715465	0.518135	1.00503	1.42993	0.549451	0.733753	0.149477	1.57618	0.319829
chr6-143830167-144830166	0.382409	0.818926	0.554631	1.34048	0.460829	0.957854	1.10193	1.21413	0.286123	0.983607	0.83682
chr6-144830167-145830166	0.770713	1.67993	0.948132	1.58103	2.33766	1.68224	1.15942	0.95037	0.74184	1.35135	0.327154
chr6-145830167-146830166	0.746269	1.61725	1.02536	1.1509	0.992556	1.42045	1.59744	1.33038	1.03397	2.18579	0.310559
chr6-146830167-147830166	0.38835	0.671141	1.1217	1.12994	2.26131	1.19376	1.18694	1.52594	1.17994	4.19708	0.627615
chr6-147830167-148830166	0.18018	1.61002	0.758808	0.869565	1.34529	1.00273	0.58309	1.59574	0.414365	2.63158	0.859599
chr6-148830167-149830166	1.24113	1.07623	0.95339	0.522876	1.93705	0.749064	1.44092	1.82208	0.74184	0.484653	0.6917
chr6-149830167-150830166	1.58416	1.6158	0.9375	0.913838	1.12108	1.25224	0.887574	0.430571	0.725689	1.10906	0.59761
chr6-150830167-151830166	1.34875	0.702371	1.10193	1.08696	0.712589	1.9981	0.852273	0.655738	0.288184	0.904159	1.05042
chr6-151830167-152830166	0.782779	0.611354	1.07239	1.00575	1.51134	0.263389	2.53521	0.554939	0.721501	0.487805	0.61792
chr6-152830167-153830166	0.723327	0.645756	0.97645	1.6129	1.67464	0.561798	0.828729	1.03627	0.771605	1.25224	1.21816
chr6-153830167-154830166	1.20968	0.788091	0.891862	1.1335	1.24688	0.551471	0.552486	0.772627	0.614439	0.545455	0.706357
chr6-154830167-155830166	0.770713	0.613497	0.861079	0.820793	0.487805	1.03189	1.32275	1.01925	0.139665	0.87108	0.303337
chr6-155830167-156830166	0.362319	1.20794	0.393922	0.98401	1.25628	1.33452	1.26183	1.2973	0.425532	1.30354	0.92688
chr6-157830167-158830166	0.770713	1.26013	0.873839	0.687758	2.94118	1.0628	0.554017	1.09409	0.896861	2.6178	1.0661
chr6-158830167-159830166	0.919118	1.53846	1.05263	0.952381	1.48883	1.46771	0.638978	1.08225	1.20968	0.8726	0.196271
chr6-159830167-160830166	0.785855	0.546946	0.809498	0.820793	1.983	1.26091	1.08108	1.2487	0.542741	1.06195	0.42061
chr6-162830167-163830166	0.785855	1.68889	1.08167	0.647668	0.228833	1.01664	0.295858	0.773481	0.446429	1.65138	0.96463
chr6-163830167-164830166	0.725953	0.340426	1.33547	0.777202	1.71569	0.551471	0.578035	1.20614	0.451807	1.17845	1.21581
chr6-164830167-165830166	0.980392	0.722022	1.1248	1.69935	2.09424	0.837209	0	0.656455	0.739645	0.554529	0.882029
chr6-165830167-166830166	1.13636	0.638104	0.837521	1.92572	0.501253	1.49123	2.98913	0.555556	0.703235	1.04712	0.424178
chr6-168830167-169830166	0.716846	1.04076	1.08303	0.669344	0	0.545455	0.824176	0.899888	0.758725	1.25224	0.923077
chr7-1010001-2010000	0.760456	0.876339	0.778643	0.554785	1.00756	0.821355	0.986842	1.49626	0.461538	2.18978	1.0661
chr7-2010001-3010000	0.177936	1.15453	0.977729	0.572246	0.738916	1.58103	2.17391	1.05386	1.03858	1.10294	1.01729
chr7-3010001-4010000	2.09924	1.06952	1.40693	0.771208	0.238663	1.27157	0.862069	1.0582	1.06952	1.24777	0.962567
chr7-7010001-8010000	0.974659	0.735294	0.650407	1.20643	0.558659	0.669856	1.18343	0.930233	1.31387	1.62749	1.4553
chr7-8010001-9010000	3.57815	0.78534	1.45946	1.55239	1.51515	1.65049	1.42857	1.51844	1.01156	0.922509	0.940439
chr7-9010001-10010000	1.32827	1.41777	2.16401	1.09589	1.66667	0.884086	1.88679	1.14416	1.78306	0.769231	1.32743
chr7-10010001-11010000	1.21212	1.75901	1.6138	1.90736	0.977995	1.29741	1.46199	1.33185	1.11821	3.34646	1.15546
chr7-11010001-12010000	0.575816	1	0.736544	0.945946	1.59151	0.858779	1.38889	1.70576	0.874636	0.915751	1.39785
chr7-12010001-13010000	1.30719	0.886525	0.739898	1.10957	0.241546	1.2939	0	0.935673	0.933126	0.371747	0.829876
chr7-13010001-14010000	1.3834	0.826446	1.43102	1.39082	0.859599	1.40704	1.0929	1.16773	0.733138	1.19863	0.981461
chr7-14010001-15010000	0.972763	1.47874	1.44009	1.20805	1.14943	0.737327	1.21951	1.43488	1.27592	1.94004	2.68817
chr7-15010001-16010000	2.30126	0.912409	0.829646	0.815217	1	0.785855	1.27796	1.5855	0.777605	1.75719	0.810537
chr7-16010001-17010000	1.71756	1.14723	0.550055	1.09141	0.246305	0.820419	0.60241	1.27168	1.75695	1.19048	1.23043
chr7-17010001-18010000	2.7027	1.1236	1.60487	0.416667	1.56658	2.19178	0.294985	1.08578	1.82094	3.03571	1.17021
chr7-18010001-19010000	1.2766	0.742115	1.48571	0.681199	2.07254	1.03774	0.96463	0.785634	1.39535	1.02041	0.518672
chr7-19010001-20010000	1.32075	1.06667	1.17779	1.44547	0.7109	0.867888	0.295858	1.3544	1.36986	0.185185	1.05374
chr7-20010001-21010000	0.798403	0.64695	1.04053	1.95258	1.24069	0.826446	1.72911	1.41612	0.565771	1.01868	0.818833
chr7-21010001-22010000	0.570342	1.19595	1.94336	1.54044	1.27877	0.761905	1.12676	1.30435	1.34731	1.22378	0.743889
chr7-22010001-23010000	5.5102	0.751174	0.96	1.33156	0.71599	0.454959	0.275482	0.774336	1.0687	1.35659	1.84783
chr7-24010001-25010000	1.68856	1.42985	0.895355	0.78637	0.492611	0.542495	0.273973	0.623053	0.726744	1.2987	1.23203
chr7-25010001-26010000	0.548446	0.59322	1.53341	1.63934	0.985222	0.843486	2.31214	0.524109	1.40056	0.866551	1.93966
chr7-26010001-27010000	1.51229	0.541516	0.934579	1.71731	0.740741	1.45349	0.588235	0.992282	1.25174	0.692042	1.13052
chr7-27010001-28010000	1.42857	1.30841	1.53931	0.823045	0.763359	1.03676	0.581395	1.61117	1.49031	1.4652	0.670391
chr7-28010001-29010000	0.831601	0.271003	0.796178	0.854701	1.82768	0.729927	0.900901	1.28894	0.556328	0.744879	1.55902
chr7-29010001-30010000	1.25673	1.04265	0.76461	0.539811	0.45045	0.48216	0.282486	1.10132	1.27479	1.37221	1.62107
chr7-30010001-31010000	0.93985	0.821918	0.915948	1.04167	0.833333	1.16732	0.600601	0.667408	0.754148	1.04167	1.26449
chr7-31010001-32010000	0.952381	0.673401	1.36911	0.389105	2.53521	0.724638	1.31926	0.995025	1.27479	0.176056	0.812183
chr7-33010001-34010000	1.34875	1.31332	0.763807	1.49864	1.97368	0.813743	0.311526	1.40998	1.15274	1.01695	0.857449
chr7-34010001-35010000	2.29446	1.27877	1.02426	0.893997	1.17371	1.77305	0.581395	1.26449	0.852273	1.1925	1.05871
chr7-36010001-37010000	0.711744	0.590717	1.22536	0.672043	0.824176	1.61597	1.0929	1.04712	0.773994	1.76991	0.389864
chr7-37010001-38010000	1.0582	0.683177	1.14167	1.48248	1.04167	1.54405	0.573066	1.23967	0.432277	1.69811	1.61638
chr7-38010001-39010000	1.49813	1.30776	0.741163	0.661376	1.59151	1.64084	0.636943	0.698487	0.445104	0.553506	1.70394
chr7-39010001-40010000	0.525394	1.24444	1.05614	1.05541	0.484262	1.15718	0.568182	0.96463	1.1713	1.41343	1.2
chr7-40010001-41010000	1.14286	1.13835	1.32231	1.04575	1.19904	0.750469	0.854701	0.887902	0.679348	0.853242	1.48957
chr7-41010001-42010000	0.773694	0.896861	1.27424	0.801068	0.753769	1.23692	0.775194	1.12936	1.27479	1.68634	1.87696
chr7-42010001-43010000	1.23023	1.05079	0.854701	0.642674	1.73697	0.625	1.73913	1.03734	0.988701	1.25	1.5213
chr7-43010001-44010000	1.22378	0.606061	0.85197	1.15942	0.757576	0.540541	0.287356	0.634249	0.692521	0.551471	1.33197
chr7-46010001-47010000	2.04082	1.48213	0.953984	0.819672	0.484262	1.25899	0.30303	0.551876	0.911854	1.02389	0.619195
chr7-47010001-48010000	1.01833	0.976043	0.94687	1.68776	1.48883	0.872939	4.93151	1.77096	2.27273	0.519931	1.90678
chr7-48010001-49010000	1.66359	1.65794	1.06922	0.972222	1.32275	0.791557	1.17302	0.945378	1.59787	1.57895	1.05597
chr7-49010001-50010000	1.53257	1.4273	1.30862	0.965517	1.93705	0.916497	1.23839	0.331126	1.37615	1.17647	1.32518
chr7-50010001-51010000	1.80505	1.49551	0.829187	1.46413	2.01729	1.65049	0.920245	1.41343	0.868307	1.82149	0.885936
chr7-51010001-52010000	1.63636	0.704225	1.1811	0.637755	1.40187	1.02804	1.84615	1.69851	0.943396	2.42634	1.26984
chr7-52010001-53010000	1.15607	2.85714	1.79674	2.63158	1.80412	0.83877	1.47493	0.758397	1.78838	1.84255	1.16773
chr7-53010001-54010000	2.63692	3.39286	1.07066	0.75662	1.67064	0.962464	2.29226	2.10877	1.16618	1.43627	1.5625
chr7-54010001-55010000	1.45455	3.3275	0.763775	1.05402	1.76768	1.2381	0	0.75431	0	2.22985	1.25261
chr7-67054332-68054331	2.14286	1.07527	1.69492	0.915033	0.862069	0.986547	2.34987	0.621762	0.2849	0.993377	1.21609
chr7-68054332-69054331	1.32325	0.960699	2.00721	1.0929	0.909091	1.06477	1.58311	1.49095	1.16279	1.17845	1.8078
chr7-69054332-70054331	1.95035	1.02136	0.938967	0.772201	1.60428	1.48148	0.606061	0.889878	0.27933	0.646204	1.03734
chr7-70054332-71054331	0.705467	2.58303	0.963597	1.2894	0.707547	1.06572	1.21951	1.84615	1.37931	0.838926	1.84615
chr7-77054332-78054331	1.53257	0	0.682057	1.3587	1.59151	1.7561	0.852273	0.324324	1.20301	0.757576	0.39801
chr7-79054332-80054331	1.75781	0.527704	0.723831	1.57368	1.31579	1.26927	1.49254	0.835946	0.451807	0.695652	1.50215
chr7-80054332-81054331	0.56391	0.371058	0.349447	1.49254	0.691244	1.14613	1.60858	1.26728	0.304414	0.711744	0.925926
chr7-81054332-82054331	0.401606	0.642792	1.33025	0.990099	0.277778	1.16392	1.85185	1.20087	0.624025	1.38408	1.28617
chr7-82054332-83054331	0.957854	0.292398	1.01351	0.819672	0.530504	0.850662	1.4881	0.951249	0.995733	0.94162	1.17146
chr7-83054332-84054331	0.811359	0.280899	0.747126	0.28777	1.12045	0.79602	0.607903	0.997783	0.609756	0.378788	0.955414
chr7-84054332-85054331	1.88285	0.587084	1.14025	1.83246	1.25628	1.05973	2.94985	1.2035	1.33929	2.52252	1.07991
chr7-85054332-86054331	1.83299	0.914077	1.26364	1.09439	1.54639	0.384615	0.835655	1.22087	0.852273	1.28205	1.80276
chr7-86054332-87054331	0.735294	0.642792	0.963173	0.521512	2.8133	0.641026	2.62391	2.30516	1.12835	0.702988	0.850159
chr7-87054332-88054331	1.15607	0.62333	0.682206	1.19205	1.75	1.44509	1.52439	0.429646	1.57143	1.82724	1.02273
chr7-88054332-89054331	1.18812	1.26582	1.35287	1.2016	2.27848	0.872939	1.23457	0.551268	2.11161	0.736648	1.20846
chr7-89054332-90054331	1.60643	0.73193	1.23675	1.31234	0.707547	1.54589	0.943396	0.343643	1.01597	1.30933	1.55602
chr7-90054332-91054331	1.65441	0.45208	1.22494	1.08844	0.995025	1.1811	1.46199	1.4629	0.139665	0.340136	1.45985
chr7-92054332-93054331	1.34875	0.605536	1.10742	1.44928	1.5544	1.83398	1.51057	1.12867	0.737463	1.26354	0.83682
chr7-93054332-94054331	0.922509	0.363306	1.298	1.31234	3.95062	0.928505	1.31234	1.40389	0.417827	0.823723	1.01317
chr7-94054332-95054331	1.14286	0.622222	1.14482	0.935829	1.45349	1.10193	0.903614	0.864865	1.51307	2.44328	0.842993
chr7-95054332-96054331	0.952381	0.272727	1.12782	0.906736	1.98511	1.01382	0.920245	1.12867	1.41044	1.29151	0.689655
chr7-96054332-97054331	0.88968	0.374181	0.736842	1.06952	1.5544	1.27077	0.552486	1.93402	1.06545	0.541516	0.956429
chr7-98054332-99054331	0.743494	0.444444	1.60686	0.813008	1.38249	0.94162	0.952381	1.3245	0.550964	0.934579	1.52905
chr7-103054332-104054331	1.07914	0.353982	0.87146	0.906736	0.496278	1.59624	0.857143	0.626305	1.43885	1.43627	0.938478
chr7-105054332-106054331	1.34875	0.341006	0.693703	1.78571	1.04987	0.917431	0.611621	1.31868	1.97269	1.23239	3.19917
chr7-106054332-107054331	1.1236	0.349345	1.32597	1.06667	1.25	1.22642	0	0.889878	1.78838	0.863558	1.18026
chr7-107054332-108054331	1.44928	0.185701	1.25341	0.952381	0.519481	0.736648	0.280112	0.979325	0.609756	0.645161	1.07843
chr7-108054332-109054331	0.773694	0.175593	1.39043	0.727802	0.712589	1.45068	0.3125	0.550055	1.1994	1.47601	1.28617
chr7-109054332-110054331	1.22449	0.370028	1.13186	1.02041	1.4742	0.382775	0.298507	0.656455	0.995733	1.58172	0.924025
chr7-110054332-111054331	1.28913	0.760456	1.02681	1.66898	0.954654	1.25112	0.833333	0.634249	1.43266	0.526316	1.80085
chr7-111054332-112054331	1.55709	0.456621	0.677583	1.31772	1.45631	1.81984	0	0.743889	1.2894	0.865052	1.16156
chr7-112054332-113054331	0.757576	0.371402	1.22154	0.718391	0.478469	0.739372	1.86335	0.561167	0.449775	0.909091	1.85792
chr7-113054332-114054331	1.39721	0.369344	0.881543	1.18577	1.02828	0.669216	1.44092	1.22768	0	0.525394	1.0582
chr7-114054332-115054331	0.367647	0.372787	1.1383	0.285307	0.25641	0.854701	0.597015	1.30435	0.728863	1.14286	1.27796
chr7-115054332-116054331	0.542495	1.05364	1.08139	1.03226	0.294118	1.34486	0.824176	1.63043	1.54278	0.95057	1.20087
chr7-116054332-117054331	0.17301	0.55918	0.440286	0.539811	1.69903	1.3346	1.84049	1.21279	1.06545	0.88968	1.76899
chr7-117054332-118054331	1.95312	0.540541	0.549149	1.56695	0.775194	0.932836	1.13314	0.767544	1.06383	0.715564	1.38593
chr7-118054332-119054331	1.43149	0.671785	1.51958	0.870827	0.78329	0.982318	1.46628	1.84049	1.24611	0.736648	1.83387
chr7-119054332-120054331	0.760456	0.477099	0.719823	0.691563	1.04439	1.1846	0.298507	0.671892	0.437318	1.88324	1.02145
chr7-120054332-121054331	0.767754	0.640439	0.935608	0.810811	0.512821	1.29151	2.94906	0.541712	1.03858	1.59858	1.17021
chr7-121054332-122054331	1.22951	0.617284	0.769231	1.08548	0.719424	1.19926	1.14943	1.15911	0.591716	1.02564	1.46444
chr7-122054332-123054331	0.187617	0.361991	1.05205	1.0989	0.2457	0.57971	0.301205	0.580046	1.06545	1.30354	1.26449
chr7-123054332-124054331	1.11111	1.00182	1.22358	1.07527	1.41509	1.14833	3.59116	1.15607	1.01597	1.09091	0.766703
chr7-124054332-125054331	1.27737	0.361664	1.18913	1.20805	1.68539	1.29032	0	0.750268	1.14943	1.51515	1.11359
chr7-125054332-126054331	1.7341	0.451264	1.65714	1.29032	1.03359	1.03774	2.37389	1.40389	1.3373	2.25141	1.77187
chr7-126054332-127054331	1.03627	0.792254	0.836587	1.1811	1.21359	0.929368	2.09581	1.14943	0.605144	1.62455	1.46341
chr7-127054332-128054331	1.15385	1.25	0.783436	0.416667	0.997506	0.702371	0.27933	0.952381	0.280112	1.21951	1.32114
chr7-129054332-130054331	1.89036	0.55607	1.28563	1.21294	0.21978	1.25	0.655738	1.4629	0.888889	1.66667	1.4629
chr7-131054332-132054331	1.1236	0.17762	0.836383	1.13154	1.65485	1.46789	1.44509	1.37276	1.23796	0.662252	2.03459
chr7-132054332-133054331	0.965251	0.69808	1.10681	0.983146	1.2285	1.13101	1.14286	1.03627	1.43678	1.89655	0.876339
chr7-133054332-134054331	1.40845	0.789474	0.675676	1.87166	1.4218	0.747664	1.16279	0.846561	0.97493	1.6129	0.306122
chr7-134054332-135054331	0.558659	0.696864	0.867209	0.828729	0.510204	1.24164	2.65252	1.04167	1.7094	0.521739	1.39303
chr7-135054332-136054331	0.556586	0.740056	0.869565	1.375	0.757576	0.742804	0.289017	1.73348	0.862069	0.94697	1.0978
chr7-136054332-137054331	1.35922	0.595745	1.5625	1.51134	2.83505	0.821168	2.55591	0.966702	0.896861	0.725953	0.987167
chr7-137054332-138054331	0.94162	0.273723	0.953895	1.02041	0.717703	0.866218	2.41935	0.643087	1.11888	1.30354	0.682261
