Bin	TCGA-BT-A3PJ	TCGA-DK-A1A7	TCGA-FD-A3N5	TCGA-FT-A3EE	pooled_low_WT	TCGA-BL-A13J	TCGA-BT-A20T	TCGA-BT-A20V	TCGA-BT-A2LA	TCGA-BT-A3PH	TCGA-CF-A27C	TCGA-DK-A1A5	TCGA-DK-A1A6	TCGA-DK-A1AA	TCGA-DK-A1AE	TCGA-DK-A3IL	TCGA-FD-A3N6	TCGA-GD-A2C5	TCGA-H4-A2HQ
chr6-97830167-98830166	1.37589	1.12721	1.34814	1.16279	1.70244	2.31317	1.96262	1.11857	0.860832	1.28012	1.42566	1.25628	0.637959	2.91262	1.88285	0.821018	1.0661	2.06659	1.19344
chr6-98830167-99830166	1.31796	0.425532	1.12191	1.18203	0.568586	0.515464	1.24521	0.875274	1.92593	1.08192	2.1611	1.10733	0.662252	1.67464	1.42276	0.612557	2.17865	1.19565	0.617871
chr6-99830167-100830166	1.29651	1.30246	0.850735	0.737101	0.685401	0.787402	1.44092	0	1.15942	0.489853	0.610998	0.949094	0.868056	1.2285	1.38249	1.18644	0.414938	0.589623	0.573066
chr6-100830167-101830166	0.908605	1.16279	1.04502	0.239234	0.89955	0.896057	0.847458	0.733496	1.4377	0.789266	1.21951	0.899428	0.915903	3.20197	1.09649	0.46729	0.997506	1.04287	0.431034
chr6-101830167-102830166	0.78256	2.07715	1.8283	0.985222	1.81554	2.72904	0.767754	0.966184	1.98777	1.55039	0.429185	1.76367	1.44928	5.52995	2.50482	1.57978	1.40187	1.87573	1.48441
chr6-102830167-103830166	0.881543	0.292398	1.68269	0.498753	1.25247	1.1583	0.379867	1.14155	2.13115	1.03586	1.1811	1.11732	0.591716	2.51142	2.43902	0.742942	1.30719	2.457	1.04948
chr6-103830167-104830166	1.23526	0.794913	0.966962	0.773196	1.35501	2.06379	0.574163	1.92308	1.56986	0.971599	1.33929	1.47314	1.3104	2.67261	1.60321	0.826446	2.85714	2.2646	1.11542
chr6-104830167-105830166	1.32159	0.710227	0.846154	0.261097	0.813559	1.17878	0.638686	0.477327	1.82648	0.990099	0.854701	1.06732	0.160128	1.24069	0.219298	0.451128	0.454545	0.94451	0.579151
chr6-105830167-106830166	0.989555	1.84659	1.28886	0.932401	0.428571	0.551471	0.354296	0.483092	1.74672	1.96375	0.578035	1.12903	0.395257	0	0.635593	0.286123	0.625	2.13004	0.334768
chr6-106830167-107830166	1.09469	0.854701	1.18017	0.249377	0.784314	0.361664	0.287908	0.219298	0.665779	1.14449	0.642398	1.53846	0.246305	0.888889	7.62712	0.142857	0.635593	1.50812	0.459348
chr6-107830167-108830166	0.911681	0.725689	0.838415	1.31291	0.877193	0.392927	0.466418	0.22779	0.69735	1.29081	0.204499	1.15607	0.560897	1.22549	1.2931	0.71736	1.55902	0.558659	0.510678
chr6-108830167-109830166	1.21145	1.33136	1.43396	0.925926	1.14613	0.355872	0.362647	0	0.684932	0.973783	0.443459	0.734095	0.327065	0.625	3.24675	0.15625	0.423729	0.61792	0.281294
chr6-109830167-110830166	0.95613	0.933126	0.768049	0	1.0352	0.716846	0.0882613	0	0.56338	0.678733	0.182149	0.696864	0.569569	0.694444	0.224719	0.283286	0.21322	1.18906	0.243902
chr6-110830167-111830166	1.06922	1.75695	1.16369	0.255754	0.545331	0.393701	0.188324	0.669643	1.16448	1.22699	0	1.20172	0.334169	0.684932	0.424628	0.592593	0.220751	1.1208	0.28667
chr6-111830167-112830166	1.0929	1.13154	0.581818	0.934579	0.95498	0.6	0.550459	0.699301	1.5919	1.52616	1.002	0.414938	0.159363	1.12613	0.881057	0.913242	0.655022	1.53341	0.237417
chr6-112830167-113830166	0.825991	0.858369	0.906344	0.473934	0.910364	0.185529	0.285987	0.45977	1.0101	1.07941	0.20202	2.28571	0.247117	1.15207	0.863931	0.786164	0.694444	1.09622	0.188147
chr6-113830167-114830166	1.43885	1.63934	1.25984	0.490196	0.84507	0.723327	0.80402	0.480769	0.749625	0.667161	0.419287	0.758214	0.559105	0.478469	1.10092	0.330033	0.881057	0.863931	0.290276
chr6-114830167-115830166	0.766703	0.988701	0.557769	0.485437	0.934579	0.575816	0	0.497512	1.51745	1.09119	0.608519	1.77305	0.506329	0.496278	1.45833	0.316957	2.7027	1.58537	0.293974
chr6-115830167-116830166	1.56334	1.27841	1.24127	0.258398	0.428571	0.705467	0.481232	0	0.898204	1.03245	0.423729	0.678541	0.546875	0.471698	0.220264	0.151976	1.417	0.948992	0.375763
chr6-116830167-117830166	0.891365	1.38889	0.607441	0.446429	0.70028	0.369686	0.723327	0.486618	1.83333	0.759301	0.626305	0.897227	0.251467	0.686499	1.07991	0.677966	0.222717	0.557414	0.442043
chr6-117830167-118830166	0.87146	1.16279	0.547731	0.247525	0.899654	0.994036	1.03189	0.441501	1.57819	0.898876	0	0.421941	0.598802	0.684932	1.53509	1.11465	0.652174	1.51844	0.764453
chr6-118830167-119830166	1.14441	0.431034	0.766017	0.2331	1.15254	1.01626	0.275229	0.239808	1.19581	1.06914	0.609756	0.658436	0.583333	0	0.215983	0.154083	0.234742	0.770077	0.432069
chr6-119830167-120830166	0.902335	0.295858	1.13821	0.243309	1.20739	0.194175	0.64695	1.24378	1.36986	1.25589	1.3245	0.608696	0.539568	0.915332	2.0316	0.583942	0.890869	1.1325	0.580271
chr6-120830167-121830166	0.901408	1.12994	0.687548	0.724638	0.796524	0.553506	0.181984	0.248139	1.67939	0.724638	0.583658	1.24481	0.777202	0.705882	1.8648	0.75643	1.17647	0.908059	0.679942
chr6-121830167-122830166	1.06027	0.745156	1.25098	0	1.39706	2.17391	1.01664	0.455581	0.884956	1.10947	0.816327	0.740056	0.584307	1.73267	1.14679	0.482315	0.433839	1.9025	0.562852
chr6-122830167-123830166	0.828729	1.04948	1.19904	1.51899	0.802334	1.16732	0.652377	0.78329	1.98171	0.852273	1.22449	0.986031	0.580913	0.860215	0.423729	0.310078	0.666667	1.29108	0.805687
chr6-123830167-124830166	1.1851	2.41692	1.67866	0.7109	1.08382	3.06513	0.44405	1.16009	2.73556	1.26783	1.1236	1.20968	1.09983	3.35052	1.29032	1.49701	0.932401	1.50812	1.52559
chr6-124830167-125830166	0.87146	1.16959	0.946832	0.542005	1.36494	0.994036	1.09091	0.477327	1.4881	1.0101	1.96078	1.28977	0.906843	1.11857	0.843882	0.473186	0.437637	1.10011	0.332068
chr6-126830167-127830166	0.952915	0.742942	1.68067	0.231481	0.882353	0.39604	0.913242	0.222222	2.53968	0.691776	1.19284	1.56522	0.502513	0.669643	1.79775	0.14881	0.719424	0.618047	1.06538
chr6-127830167-128830166	1.35575	0.777605	1.59939	1.91847	0.92068	1.17647	0.641613	0.25	1.7991	0.783699	0.199203	1.12847	0.327065	0.457666	0.412371	0.465839	1.77778	0.861009	0.830484
chr6-128830167-129830166	0.901917	1.47275	1.59109	0.702576	1.12915	1.08696	0.557621	0.490196	1.29125	1.36674	0.209205	1.26904	0.329489	0.473934	0	0.947867	0.230947	1.34831	0.85796
chr6-129830167-130830166	0.671517	0.928793	0.683371	0.240964	0.584416	1.1583	0.442478	0.22779	0.839161	0.372024	1.44928	0.940975	0.562701	0.936768	0.215054	0.676819	1.13895	0.917431	1.3481
chr6-130830167-131830166	0.932529	0.927152	1.46939	0.987654	1.05337	0.93985	0.813008	0.722892	1.74419	0.759301	0.972763	1.18044	0.696864	1.51515	0.210084	0	0.194932	0.701754	1.22353
chr6-131830167-132830166	0.547046	1.06061	0.956938	0.697674	0.777385	0.567108	0.633484	0.438596	1.46341	0.687023	1.08225	1.18846	0.659522	0.728155	1.51515	0.592593	2.00893	0.829384	0.992063
chr6-132830167-133830166	1.08519	1.30246	1.46154	0.731707	0.926539	1.58103	1.92698	1.21655	1.88679	1.03781	1.80361	1.57262	1.42498	1.81818	0	0.748503	1.43541	0.688073	1.38746
chr6-133830167-134830166	1.09447	1.51286	0.944138	0.719424	0.868984	0.547445	0.466418	0.461894	1.36986	1.09012	0.992063	1.01523	0.569569	0.950119	0.923788	0.766871	0.433839	0.793651	0.619933
chr6-134830167-135830166	0.955414	1.09204	1.16369	1.01781	0.42343	0.182149	0.730594	0.236967	0.991501	1.8283	0.811359	0.960699	0.631413	0.254453	0.680272	0.613497	0.8	0.959233	0.483793
chr6-135830167-136830166	1.92097	1.05422	1.54597	0.524934	1.25174	0.744879	0.754717	0.997506	1.21396	0.762195	0.646552	0.798722	0.243309	0.728155	0.218818	0.295421	0.221239	4.48934	0.428776
chr6-136830167-137830166	1.77143	2.64706	1.29179	1.17096	1.05634	0.556586	0.899281	0.21978	1.12994	1.09632	0.766284	1.34494	0.400962	0.652174	0.764818	0.149925	0.4158	0.883978	0.684262
chr6-137830167-138830166	1.08225	1.23119	1.1839	0.977995	0.568586	1.47059	1.11336	0.255754	1.21951	0.662252	0.431034	0.546875	0.475436	0.4662	1.75824	0.147493	0.625	0.43573	0.328947
chr6-138830167-139830166	1.2148	1.89229	1.24031	0.468384	0.977836	0.181159	0.94697	0.888889	1.16788	0.622568	0.811359	1.16279	0.247729	0.631579	0.423729	0.605144	0.41841	1.02273	0.513539
chr6-139830167-140830166	0.630372	1.68196	1.5897	0.737101	0.773558	0.589391	0.79929	0.43573	1.059	1.18671	1.875	0.77187	0.330579	0.731707	1.06157	0.30581	1.21457	1.11235	0.925475
chr6-140830167-141830166	1.51345	1.18343	0.834598	0.507614	0.815772	0.402414	1.10294	0	1.10585	0.814212	1.28205	1.14437	0.239425	0.704225	1.11857	0.314465	0.952381	0.702576	0.659898
chr6-141830167-142830166	0.990099	1.39319	0.86478	0.263158	1.08696	0.211864	1.36319	0.75	1.34328	1.17925	1.05708	0.918197	0.77187	0.484262	1.50862	0.15083	0.985222	1.92525	0.502008
chr6-142830167-143830166	1.16095	1.08108	0.471328	0.470588	1.11576	0.364964	0.371402	0.443459	1.20482	1.31173	0.773694	0.745033	0.335289	0	0.209644	0.453172	0.719424	1.24294	0.292113
chr6-143830167-144830166	0.882515	0.660502	0.704777	0.516796	0.492264	0.18315	1.26013	1.10132	1.08844	0.977444	0.77821	1.09612	0.485437	0.704225	0.434783	0.661157	0	1.45414	0.730282
chr6-144830167-145830166	1.33191	0.825309	1.39752	0.526316	1.30152	0.905797	1.25899	0.255102	1.97869	1.43939	1.24224	1.06996	0.715421	1.3544	0.219298	0.151286	0.242131	1.24014	0.482859
chr6-145830167-146830166	1.43646	1.14943	0.918133	0.485437	1.1811	0.369004	1.43369	1.53453	0.934579	1.47745	1.54867	1.12945	1.01266	2.58216	0.440529	0.322581	0.669643	2.08333	0.78125
chr6-146830167-147830166	1.04956	0.788644	0.88853	0.738916	1.1181	0.711744	1.05973	0.461894	1.83486	1.13895	1.25261	1.29555	0.897227	0.473934	0.223214	0.654664	0.506329	2.95858	0.53012
chr6-147830167-148830166	1.52339	1.24481	0.691776	0.229358	0.827016	0.366972	0.781929	1.12613	1.08254	0.808824	0.403226	1.22349	0.469484	0.22779	0.595238	0.294985	0.428266	1.90583	0.777676
chr6-148830167-149830166	1.21012	0.678426	1.39319	0.75188	1.4157	0.909091	0.52356	0	1.64159	0.75358	1.01215	1.3923	0.587248	0	0.196078	0	0.828157	0.641711	0.563645
chr6-149830167-150830166	1.33547	1.11111	1.06302	0	0.794176	0.668896	1.18613	0.83682	1.1734	1.0043	0.753296	0.338409	0.644122	1.06157	0.87146	0.75643	0.816327	0.807382	0.421348
chr6-150830167-151830166	0.848806	0.956284	1.82395	0.430108	1.09044	1.06383	0.921659	0.230415	0.95498	1.75038	0.592885	0.75	0.246711	0.680272	0.854701	0.906344	0.607287	1.43027	0.47259
chr6-151830167-152830166	1.04626	1.07239	1.1236	0.970874	0.428571	0	1.16959	0.502513	1.30435	0.215983	1.79283	0.497925	0.410509	1.11857	1.53173	0.773994	1.31004	0.548847	0.719424
chr6-152830167-153830166	0.760043	1.26939	1.07362	0.236967	0.42796	0.956023	1.30208	0.945626	1.26582	0.776398	1	0.821018	0.759494	1.73536	1.14943	0.160514	0.917431	0.904977	0.864553
chr6-153830167-154830166	0.803859	0.578871	1.26984	1.26582	0.924609	0.546448	1.07527	0.717703	1.32939	0.527903	0.385356	1.01954	0.773196	0.692841	0.213675	0.314465	1.2987	0.358852	0.724988
chr6-154830167-155830166	0.590446	1.52566	0.562249	0.684932	0.69735	1.50659	1.08794	0.21322	0.688705	0.902935	0.924214	0.843882	0.238474	0.242718	0.232019	0.296736	0.413223	0.668151	0.280505
chr6-155830167-156830166	1.11465	0.729927	1.10497	0.451467	0.582242	0.549451	0.78534	0.902935	0.715308	1.24633	1.33333	1.09797	0.629921	0.74813	0.2331	0.730994	0.869565	1.15875	0.632603
chr6-157830167-158830166	1.33547	0.536193	0.526316	0.473934	0.965873	0.35461	0.457875	0.43573	1.71674	1.05263	0.395257	1.17057	0.560897	0.655022	0.44843	0.296296	0.788955	1.63043	0.576646
chr6-158830167-159830166	1.38371	0.944669	1.37195	0	1.34443	1.25899	0.904159	0.211864	1.21131	1.5456	0.436681	1.21951	0.75358	0.481928	0.395257	0.289017	0.456621	0.753498	0.181901
chr6-159830167-160830166	0.540833	0.969529	0.954654	0.954654	0.779727	0.526316	1.32827	0.87146	1.32548	1.18519	1.1215	1.35135	0.307456	0.879121	0.883002	0.57971	0.612245	0.875274	0.431448
chr6-162830167-163830166	1.4231	1.30435	1.15473	0	0.85922	1.13636	0.859845	1.27932	0.65445	1.20391	0.194932	0.944206	0.333333	1.36986	1.59046	0.451128	0.210526	1.48741	0.772201
chr6-163830167-164830166	0.628601	1.11111	1.29969	0	1.25828	0.689655	0.983021	0.480769	1.43472	0.593032	0.592885	1.46461	0.571429	0.894855	1.05263	0.443787	1.76211	0.969828	1.2065
chr6-164830167-165830166	0.78125	1.64671	0.546448	0.959233	1.89831	0.740741	1.89531	1.25313	1.82648	0.888231	0.396825	0.83682	0.789266	1.46341	1.54867	1.18871	1.42566	0.714286	1.22369
chr6-165830167-166830166	0.83612	0.27894	0.988593	0.884956	0.800534	1.33333	1.57846	1.33038	0.694444	1.73853	2.90909	0.503356	0.635425	1.35747	1.10375	0.444444	0.612245	1.48233	0.776699
chr6-168830167-169830166	1.04877	1.05402	0.825206	0.456621	1.4944	1.28913	0.610288	0.821355	0.953678	0.796524	0.738007	0.920502	0.404204	0.862069	0.952381	0.631313	0.199203	1.16822	0.694766
chr7-1010001-2010000	1.0627	0.94451	0.709723	1.5873	0.80819	0.465116	0.754401	0.672269	0.742312	0.732064	0.795229	1.32122	0.297619	0.606061	0.403226	0.372671	0	1.35983	0.862852
chr7-2010001-3010000	0.925926	1.37328	0.581818	1.23711	0.55991	0.991736	0.352113	0.912409	0.761697	1.40845	1.8	0.977995	0.846154	0.396825	0.562852	0.78534	0	1.04603	0.821543
chr7-3010001-4010000	1.23324	1.15774	0.754717	1.91388	1.54155	2.07156	0.612423	1.11359	0.421348	1.0917	0.811359	0.893582	1.05026	0.638298	0.833333	1.31195	0.464037	1.04651	0.85592
chr7-7010001-8010000	0.56338	0.581395	1.10063	0.767263	0.548697	0.948767	0.824176	1.64319	0.468019	0.843558	0.817996	1.00091	0.922819	0.699301	0.410678	1.76282	2.48869	1.04287	1.0628
chr7-8010001-9010000	1.2994	4.00572	1.21163	0.721154	1.79931	1.5873	1.25786	0.705882	0.894188	1.64965	1.04603	1.89166	0.915141	2	1.80995	1.30081	2.93454	0.840336	0.954198
chr7-9010001-10010000	1.46893	1.65663	1.42322	0.452489	2.01294	1.80361	1.4245	2.92683	1.85714	1.10063	2.36559	1.40969	2.22412	3.00752	2.05761	2.89634	3.79147	1.44753	2.21774
chr7-10010001-11010000	1.49584	2.64993	1.26156	2.07254	2.43728	2.61682	1.72414	1.55902	1.61527	1.36327	2.01207	1.49385	1.70503	1.72414	1.52505	1.69753	2.52294	3.16302	1.76644
chr7-11010001-12010000	1.11049	0.878477	0.953778	0.243309	0.883002	1.31827	0.924214	1.6055	1.72414	0.940439	1.1236	1.40845	1.13914	0.227273	0.446429	1.36778	1.10865	0.60241	1.57558
chr7-12010001-13010000	0.92947	1.05581	0.985595	1.5873	1.26677	1.51229	1.3712	0.689655	0.280505	1.15652	0	1.16383	1.27119	0.234192	0.217865	0.15748	0.666667	0.578704	0.759374
chr7-13010001-14010000	0.721021	1.03858	0.915332	1.68675	1.29403	1.85529	1.71265	1.01266	1.13821	1.44695	0.974659	1.4658	1.1745	1.51844	1.84332	1.29032	0.460829	1.15207	1.804
chr7-14010001-15010000	1.57569	1.6129	1.70118	0.97561	1.55096	2.05993	1.76416	3.69515	0.944882	0.759878	2.36559	1.55172	2.11082	3.07692	2.27273	0.917431	2.36407	2.38365	2.84035
chr7-15010001-16010000	0.866739	2.4602	1.2432	2.10526	1.09141	1.13636	0.822669	2.02703	0.895522	0.870253	1.35135	1.67845	1.24896	1.15473	0.680272	1.12	1.16009	1.7149	1.50632
chr7-16010001-17010000	1.02623	1.75676	1.14504	1.93705	0.630694	0.8726	0.841121	0.726392	0.441826	0.657414	0.607287	1.09991	1.2749	0	0.621118	0.462963	0.417537	1.00446	0.70035
chr7-17010001-18010000	1.07955	1.90896	1.64671	1.40845	1.67832	1.56556	0.466418	2.22222	1.22324	1.92593	0.426439	0.937766	1.26156	0.657895	0.411523	0.473186	0.952381	2.3753	0.829268
chr7-18010001-19010000	1.07893	1.68453	1.46042	1.27877	1.17474	1.6791	1.04364	0.492611	1.5083	1.1583	1.26316	0.862813	1.47059	1.38889	2.50522	0.772798	1.11359	1.46396	1.13861
chr7-19010001-20010000	1.10558	1.58501	0.554675	1.48515	0.971548	2.52632	1.66821	1.18203	0.869565	0.860047	0.616016	1.11111	1.72414	3.9627	1.6129	0.632911	1.95228	0.956938	1.62214
chr7-20010001-21010000	0.617284	1.09375	1.10063	1.64706	0.867245	1.0989	2.01342	1.15473	0.870827	0.828937	1.64609	1.25104	0.737705	1.373	1.2766	0.471698	0.206186	0.984683	1.27419
chr7-21010001-22010000	0.993926	1.30058	0.857366	0.990099	1.58621	1.4652	1.34409	0	1.03245	0.852713	1.17647	1.07705	1.5561	3.58744	1.05932	2.30061	1.60643	0.891862	1.64179
chr7-22010001-23010000	0.904977	1.2931	3.4019	0.236967	0.883281	1.25224	1.27273	1.37615	0.573066	0.518903	0.594059	0.764007	0.949094	1.35135	0.869565	0.870827	0.900901	1.46879	1.9305
chr7-24010001-25010000	1.07933	1.66436	1.2432	1.92308	0.898411	1.31827	0.894454	1.81818	0.580552	0.725689	0.394477	0.963855	0.829187	1.15473	1.18203	0.155039	1.566	0.824499	1.4783
chr7-25010001-26010000	0.688924	1.18871	0.744048	1.13636	1.82456	1.27273	1.4245	0.894855	1.22951	0.907716	1.78926	0.652529	1.44578	0.692841	1.05263	1.18871	0.884956	0.667408	1.62642
chr7-26010001-27010000	0.662252	1.65663	0.985595	1.73267	0.810811	0.567108	1.53153	1.19617	0.402145	1.32812	0.595238	1.17057	1.08359	0.666667	1.05932	0.451807	0.639659	0.679502	0.712928
chr7-27010001-28010000	1.16602	0.83682	1.42965	1.84332	1.35834	0.719424	0.65666	1.3245	0.546448	0.837139	0.411523	1.80921	0.897959	1.11111	0.833333	0.864553	1.0352	1.22631	0.620821
chr7-28010001-29010000	0.610094	1.04478	1.1646	1.29534	0.951087	0.713012	0.947459	0.688073	1.51976	0.74184	1.05042	1.25418	0.786782	0.952381	0.626305	0.702247	0.437637	0.696056	1.13245
chr7-29010001-30010000	0.805987	1.00865	0.902935	0.954654	0.534402	1.7341	0.673725	1.10619	0.775194	0.461538	0.394477	0.856164	0.803859	0.660793	0.671141	1.04322	0.393701	1.10497	1.2334
chr7-30010001-31010000	0.875274	0.292398	1.17005	2.01794	1.05263	0.372439	0.792254	0.6	0.734214	0.977444	0.612245	0.740132	0.669456	0.235294	0.207469	0.29985	0.87146	0.75188	0.652681
chr7-31010001-32010000	0.900901	1.12202	0.625489	0.722892	1.50273	1.55979	0.729927	1.1655	2.68139	0.722022	1.31827	0.922367	1.49007	1.64319	2.26337	2.55183	1.08696	0.681818	1.90114
chr7-33010001-34010000	0.947075	1.35338	0.887574	0.469484	0.729395	0.968992	1.36612	1.5544	1.56863	0.883002	0.642398	1.19048	0.906096	0.471698	0.636943	0.753012	0.45977	0.866739	0.57943
chr7-34010001-35010000	1.25	0.983146	1.47287	1.00503	0.720461	0.782779	0.786026	1.13379	1.15108	1.66546	0.408163	1.06296	0.960769	1.59453	1.40845	1.19581	0.647948	1.14416	1.11369
chr7-36010001-37010000	0.800427	0.415512	1.0929	0.923788	1.40374	1.36986	0.815956	1.38249	1.27841	1.51976	0.77821	0.890688	1.25104	0.666667	0.621118	1.36778	0.628931	1.51351	0.557103
chr7-37010001-38010000	0.959488	1.04634	1.31681	1.70732	1.09215	1.41343	1.11732	2.34542	1.04012	1.65945	1.22449	1.4377	0.950872	1.15473	0.420168	1.79372	1.3544	2.00236	1.91663
chr7-38010001-39010000	1.60256	1.80451	1.08359	0.961538	0.947226	1.68224	1.18613	0.980392	1.49925	1.54072	0.653595	0.862069	1.04923	0.686499	0.668151	1.39969	0.724638	0.718563	1.66667
chr7-39010001-40010000	1.23589	1.16959	0.971599	1.14155	1.21131	1.09689	0.913242	0.666667	0.593472	0.996169	0.595238	0.821018	1.37429	1.40845	0.904977	0.32	0.635593	1.71429	1.1236
chr7-40010001-41010000	0.954907	1.23267	1.30669	1.20773	1.32036	1.30841	1.26812	0.757576	1.43472	0.765697	0.790514	0.927487	1.18577	1.24378	0.662252	0.818331	0.434783	1.03448	1.64088
chr7-41010001-42010000	0.945495	0.981767	0.955414	0.707547	0.708717	1.07143	0.898473	0.719424	0.884956	1.25392	1.12782	1.53473	0.811688	2.9661	2.331	0.759878	0.824742	1.37615	1.69985
chr7-42010001-43010000	1.1254	0.906344	1.52323	0.699301	0.944032	0.723327	0.459137	0.702576	1.29683	0.717875	1.55945	0.97166	0.73831	0.883002	0	0.778816	0.200401	1.34529	1.33143
chr7-43010001-44010000	0.524384	1.06061	0.661765	1.3544	1.00874	0.547445	1.02804	0.248756	1	0.430108	0.205761	0.727567	0.646204	0.462963	0.592885	0.969305	0	0.566893	1.04265
chr7-46010001-47010000	1.27119	2.08333	1.83627	1.93705	0.89717	1.2	0.657895	1.1236	0.995733	1.27436	0.213675	0.778547	0.681431	0.210084	0.4158	0.656814	0.677201	0.930233	0.488998
chr7-47010001-48010000	0.843882	1.5083	1.50079	1.36986	0.515464	1.37694	1.18721	0.668151	1.22616	0.682853	4.12574	1.39738	1.61043	0.669643	1.02459	1	0.207469	0.550055	1.16959
chr7-48010001-49010000	1.18407	1.63043	0.906843	2.25734	1.26939	0.613497	0.95511	1.40187	1.38889	0.865801	1.417	1.0682	1.06464	1.37615	1.46138	0.619195	1.57303	1.40845	1.27827
chr7-49010001-50010000	1.62514	1.07198	1.49254	1.84332	1.33615	2.16998	1.30964	1.16822	2.37741	1.30081	1.90678	0.584795	1.58996	1.94175	0.831601	1.9802	2.20751	2.12291	2.44604
chr7-50010001-51010000	1.18835	1.14778	1.26382	1.67464	0.817439	2.46679	1.29225	0.490196	2.73556	1.71073	2.04082	1.33452	0.889968	1.53509	0.639659	0.745156	0.699301	1.67973	1.18519
chr7-51010001-52010000	0.756348	1.93638	0.947119	1.65877	1.41892	2.31317	0.729262	1.6092	1.22783	1.27246	1.48305	1.657	1.346	1.10619	0.900901	1.2012	0.843882	1.8244	2.20201
chr7-52010001-53010000	2.60181	0.766871	2.0202	2.38663	1.37741	4.52675	2.60465	1.91388	2.50784	0.822123	1.22449	0.84674	1.47059	2.52294	2.15054	0.822368	2.38612	1.8018	2.84612
chr7-53010001-54010000	2.81233	1.7991	2.589	1.23153	1.48348	3.3275	1.07623	1.44928	2.10843	1.26984	2.09205	2.13129	1.6835	1.27226	0.845666	0.986842	3.09278	1.46232	2.2538
chr7-54010001-55010000	2.42692	1.32802	1.39104	1.91898	0.669792	2.60521	1.1786	1.24378	1.79372	1.37825	0.6	1.35708	0.771208	1.83908	0.217865	1.70807	0.913242	2.52874	1.81729
chr7-67054332-68054331	0.976362	1.72166	1.6247	1.33929	1.88046	3.0303	1.52057	0.879121	1.44168	1.24633	2.67686	0.956938	1.13177	1.44928	1.63934	1.48148	1.69133	1.606	2.30665
chr7-68054332-69054331	1.22732	2.08914	1.24031	1.94175	1.58228	4.53686	1.55535	1.74292	1.54242	1.19634	2.21402	1.61943	2.31405	2.16867	2.71399	2.29226	2.32558	2.26293	2.60787
chr7-69054332-70054331	0.756348	1.40056	1.13379	1.87793	1.09815	0.860585	0.628366	1.42518	1.44928	1.2869	0.851064	0.858369	0.498339	1.34228	1.61943	0.464396	1.05042	1.28755	1.41879
chr7-70054332-71054331	2.44735	1.2894	0.826446	0.928074	1.20643	2.73224	1.50094	0.840336	1.31926	1.01449	1.46789	1.81102	2.18978	1.13895	1.00402	1.8732	1.0352	1.1828	2.33463
chr7-77054332-78054331	0.222841	1.30058	1.12812	1.62791	0.333333	1.03448	1.28088	0.4329	1.48368	1.70807	0.591716	0.33389	1.21317	0.934579	0.988142	0.441176	1.16279	0.854701	0.740741
chr7-79054332-80054331	0.487541	0.762195	1.59617	0.925926	0.790798	0.965251	1.25	0.728155	1.37405	1.10213	1.0846	0.897959	0.929839	0.722892	1.05263	0.857633	0	0.797267	1.4947
chr7-80054332-81054331	0.672269	0.739645	1.0989	0.966184	0.212314	0.3861	1.05364	0.488998	0.835655	1.08443	1.36187	0.977778	0.582848	0.247525	0	0.165837	0.677201	0.945626	0.754361
chr7-81054332-82054331	0.549149	1.19048	1.0761	1.52672	0.774648	2.00401	1.03189	0.78125	0.625978	1.24514	1.77778	1.29199	1.36986	1.0989	0.928074	1.51007	1.32743	1.78174	1.47059
chr7-82054332-83054331	0.405797	1.33136	1.60796	1.45631	0.9299	0.722022	1.03872	0.248756	0.778816	0.774593	1.65631	0.899281	1.29241	0.226757	0.46729	1.26382	0.215054	1.19904	1.38067
chr7-83054332-84054331	0.348028	1.14449	1.2782	0.505051	1.31195	2.28571	0.493097	0.226757	1.3245	0.88141	1.02459	0.94583	1.13339	1.47059	0.424628	0.793651	1.48148	1.30952	1.33779
chr7-84054332-85054331	0.588235	1.37195	1.26904	1.75	1.16195	1.24334	2.60951	1.79487	1.38249	1.39643	2.7027	1.7138	1.31363	3.51288	1.30152	1.38462	1.97044	3.07692	1.85
chr7-85054332-86054331	0.787402	1.78042	1.43505	1.19617	1.61172	1.84426	1.69492	1.41176	1.62075	0.48583	1.39165	1.2766	1.58863	2.91971	1.98413	1.07858	2.34192	1.49083	2.35012
chr7-86054332-87054331	0.630372	1.05581	0.794913	1.6317	1.36888	0.880282	0.535714	0.74813	1.87207	0.676692	1.90678	1.87713	0.703675	1.00251	0.59761	0.330579	1.18203	0.784753	1.13744
chr7-87054332-88054331	0.594595	0.863309	1.2749	0.952381	0.947522	0.71048	0.818182	0.74813	1.31195	1.26084	1.26582	0.49505	0.996678	0.514139	0.909091	0.646204	0	1.92525	0.843672
chr7-88054332-89054331	0.969213	0.625	1.02605	1.40845	1.17045	1.5534	1.36585	2.33161	2.15385	0.868878	1.74292	0.600858	1.80624	1.37615	1.37931	0.654664	2.37581	0.820633	1.41176
chr7-89054332-90054331	0.505618	1.92878	0.987654	2.31481	1.6369	0.589391	1.15044	1.78117	0.718391	1.3986	1.07991	0.701754	0.936968	0.731707	1.30719	1.13821	1.62791	1.19177	1.35725
chr7-90054332-91054331	0.435019	1.39535	1.38996	1.79775	1.06458	0.788955	1.37741	1.70316	0.920245	1.19048	1.63599	1.20773	0.315457	0.45045	1.13379	1.42857	1.0917	0.979325	1.31323
